source,target,type
161,231,same_cast
161,242,same_cast
161,293,same_cast
161,297,same_cast
161,298,same_cast
161,299,same_cast
161,301,same_cast
161,306,same_cast
161,310,same_cast
161,319,same_cast
161,327,same_cast
161,330,same_cast
161,332,same_cast
161,334,same_cast
161,415,same_cast
161,440,same_cast
161,462,same_cast
161,489,same_cast
161,492,same_cast
161,509,same_cast
161,524,same_cast
161,525,same_cast
161,550,same_cast
161,557,same_cast
161,559,same_cast
161,577,same_cast
161,584,same_cast
161,604,same_cast
161,608,same_cast
161,620,same_cast
161,628,same_cast
161,640,same_cast
161,644,same_cast
161,651,same_cast
161,652,same_cast
161,686,same_cast
161,693,same_cast
161,709,same_cast
161,711,same_cast
161,752,same_cast
161,754,same_cast
161,755,same_cast
161,787,same_cast
161,796,same_cast
161,807,same_cast
161,819,same_cast
161,842,same_cast
161,857,same_cast
161,865,same_cast
161,879,same_cast
161,926,same_cast
161,949,same_cast
161,951,same_cast
161,978,same_cast
161,982,same_cast
162,118,same_cast
162,155,same_cast
162,167,same_cast
162,241,same_cast
162,285,same_cast
162,319,same_cast
162,339,same_cast
162,364,same_cast
162,377,same_cast
162,392,same_cast
162,462,same_cast
162,504,same_cast
162,522,same_cast
162,547,same_cast
162,584,same_cast
162,617,same_cast
162,622,same_cast
162,686,same_cast
162,768,same_cast
162,773,same_cast
162,782,same_cast
162,792,same_cast
162,858,same_cast
162,866,same_cast
162,922,same_cast
162,968,same_cast
163,107,same_cast
163,114,same_cast
163,117,same_cast
163,134,same_cast
163,161,same_cast
163,182,same_cast
163,186,same_cast
163,187,same_cast
163,189,same_cast
163,205,same_cast
163,231,same_cast
163,241,same_cast
163,242,same_cast
163,243,same_cast
163,293,same_cast
163,297,same_cast
163,298,same_cast
163,310,same_cast
163,319,same_cast
163,379,same_cast
163,415,same_cast
163,462,same_cast
163,489,same_cast
163,492,same_cast
163,509,same_cast
163,547,same_cast
163,550,same_cast
163,557,same_cast
163,559,same_cast
163,562,same_cast
163,577,same_cast
163,587,same_cast
163,594,same_cast
163,628,same_cast
163,640,same_cast
163,651,same_cast
163,652,same_cast
163,671,same_cast
163,672,same_cast
163,673,same_cast
163,674,same_cast
163,675,same_cast
163,680,same_cast
163,708,same_cast
163,710,same_cast
163,711,same_cast
163,745,same_cast
163,755,same_cast
163,767,same_cast
163,768,same_cast
163,787,same_cast
163,807,same_cast
163,808,same_cast
163,819,same_cast
163,842,same_cast
163,849,same_cast
163,857,same_cast
163,879,same_cast
163,918,same_cast
163,922,same_cast
163,978,same_cast
164,213,same_cast
164,239,same_cast
164,242,same_cast
164,284,same_cast
164,299,same_cast
164,301,same_cast
164,303,same_cast
164,381,same_cast
164,433,same_cast
164,506,same_cast
164,521,same_cast
164,539,same_cast
164,567,same_cast
164,574,same_cast
164,578,same_cast
164,599,same_cast
164,654,same_cast
164,681,same_cast
164,705,same_cast
164,759,same_cast
164,804,same_cast
164,805,same_cast
164,821,same_cast
164,828,same_cast
164,856,same_cast
164,872,same_cast
164,889,same_cast
164,891,same_cast
164,898,same_cast
164,914,same_cast
164,936,same_cast
164,942,same_cast
164,943,same_cast
164,944,same_cast
164,967,same_cast
164,976,same_cast
164,982,same_cast
164,996,same_cast
165,105,same_cast
165,115,same_cast
165,120,same_cast
165,121,same_cast
165,122,same_cast
165,157,same_cast
165,169,same_cast
165,187,same_cast
165,189,same_cast
165,196,same_cast
165,227,same_cast
165,235,same_cast
165,281,same_cast
165,340,same_cast
165,377,same_cast
165,451,same_cast
165,468,same_cast
165,483,same_cast
165,492,same_cast
165,510,same_cast
165,562,same_cast
165,568,same_cast
165,597,same_cast
165,744,same_cast
165,762,same_cast
165,786,same_cast
165,790,same_cast
165,795,same_cast
165,813,same_cast
165,856,same_cast
165,860,same_cast
165,922,same_cast
165,941,same_cast
165,942,same_cast
165,943,same_cast
165,944,same_cast
167,115,same_cast
167,134,same_cast
167,150,same_cast
167,162,same_cast
167,177,same_cast
167,178,same_cast
167,199,same_cast
167,231,same_cast
167,280,same_cast
167,319,same_cast
167,388,same_cast
167,414,same_cast
167,415,same_cast
167,454,same_cast
167,462,same_cast
167,473,same_cast
167,483,same_cast
167,525,same_cast
167,629,same_cast
167,640,same_cast
167,641,same_cast
167,664,same_cast
167,687,same_cast
167,807,same_cast
167,818,same_cast
167,820,same_cast
167,865,same_cast
167,956,same_cast
168,152,same_cast
168,154,same_cast
168,157,same_cast
168,172,same_cast
168,174,same_cast
168,193,same_cast
168,213,same_cast
168,239,same_cast
168,248,same_cast
168,510,same_cast
168,595,same_cast
168,651,same_cast
168,700,same_cast
168,703,same_cast
168,821,same_cast
169,106,same_cast
169,111,same_cast
169,161,same_cast
169,165,same_cast
169,176,same_cast
169,178,same_cast
169,218,same_cast
169,251,same_cast
169,280,same_cast
169,281,same_cast
169,296,same_cast
169,306,same_cast
169,327,same_cast
169,330,same_cast
169,377,same_cast
169,462,same_cast
169,483,same_cast
169,534,same_cast
169,557,same_cast
169,559,same_cast
169,562,same_cast
169,563,same_cast
169,568,same_cast
169,597,same_cast
169,600,same_cast
169,602,same_cast
169,608,same_cast
169,638,same_cast
169,640,same_cast
169,664,same_cast
169,679,same_cast
169,709,same_cast
169,754,same_cast
169,769,same_cast
169,807,same_cast
169,865,same_cast
169,873,same_cast
169,913,same_cast
169,941,same_cast
169,942,same_cast
169,943,same_cast
169,944,same_cast
169,949,same_cast
169,951,same_cast
170,155,same_cast
170,197,same_cast
170,237,same_cast
170,272,same_cast
170,285,same_cast
170,411,same_cast
170,512,same_cast
170,627,same_cast
170,644,same_cast
170,652,same_cast
170,674,same_cast
170,675,same_cast
170,954,same_cast
170,955,same_cast
172,152,same_cast
172,154,same_cast
172,157,same_cast
172,168,same_cast
172,174,same_cast
172,193,same_cast
172,310,same_cast
172,510,same_cast
172,571,same_cast
172,585,same_cast
172,597,same_cast
172,794,same_cast
172,821,same_cast
172,846,same_cast
172,869,same_cast
172,994,same_cast
173,213,same_cast
173,239,same_cast
173,288,same_cast
173,289,same_cast
173,301,same_cast
173,567,same_cast
173,759,same_cast
173,770,same_cast
173,802,same_cast
173,805,same_cast
173,821,same_cast
173,828,same_cast
173,963,same_cast
173,966,same_cast
173,967,same_cast
174,115,same_cast
174,152,same_cast
174,154,same_cast
174,157,same_cast
174,168,same_cast
174,172,same_cast
174,183,same_cast
174,192,same_cast
174,193,same_cast
174,199,same_cast
