source,target,type
168,590,same_production
168,592,same_production
168,597,same_production
168,599,same_production
168,621,same_production
168,744,same_production
168,754,same_production
168,804,same_production
168,813,same_production
168,829,same_production
168,848,same_production
168,853,same_production
168,857,same_production
168,867,same_production
168,954,same_production
168,955,same_production
168,956,same_production
168,996,same_production
169,106,same_production
169,162,same_production
169,167,same_production
169,180,same_production
169,249,same_production
169,262,same_production
169,281,same_production
169,290,same_production
169,348,same_production
169,378,same_production
169,379,same_production
169,395,same_production
169,425,same_production
169,435,same_production
169,440,same_production
169,454,same_production
169,496,same_production
169,526,same_production
169,544,same_production
169,551,same_production
169,562,same_production
169,596,same_production
169,597,same_production
169,602,same_production
169,603,same_production
169,604,same_production
169,605,same_production
169,642,same_production
169,651,same_production
169,655,same_production
169,679,same_production
169,705,same_production
169,752,same_production
169,759,same_production
169,768,same_production
169,771,same_production
169,772,same_production
169,788,same_production
169,794,same_production
169,806,same_production
169,824,same_production
169,828,same_production
169,846,same_production
169,869,same_production
169,871,same_production
169,941,same_production
169,942,same_production
169,943,same_production
169,944,same_production
169,950,same_production
169,990,same_production
170,508,same_production
172,117,same_production
172,150,same_production
172,152,same_production
172,154,same_production
172,157,same_production
172,164,same_production
172,168,same_production
172,174,same_production
172,193,same_production
172,199,same_production
172,200,same_production
172,201,same_production
172,217,same_production
172,238,same_production
172,240,same_production
172,242,same_production
172,251,same_production
172,306,same_production
172,335,same_production
172,381,same_production
172,426,same_production
172,479,same_production
172,535,same_production
172,567,same_production
172,574,same_production
172,590,same_production
172,592,same_production
172,597,same_production
172,599,same_production
172,621,same_production
172,744,same_production
172,754,same_production
172,804,same_production
172,813,same_production
172,829,same_production
172,848,same_production
172,853,same_production
172,857,same_production
172,867,same_production
172,954,same_production
172,955,same_production
172,956,same_production
172,996,same_production
173,243,same_production
173,285,same_production
173,332,same_production
173,404,same_production
173,408,same_production
173,411,same_production
173,433,same_production
173,756,same_production
173,812,same_production
173,848,same_production
173,864,same_production
173,920,same_production
174,117,same_production
174,150,same_production
174,152,same_production
174,154,same_production
174,157,same_production
174,164,same_production
174,168,same_production
174,172,same_production
174,193,same_production
174,199,same_production
174,200,same_production
174,201,same_production
174,217,same_production
174,238,same_production
174,240,same_production
174,242,same_production
174,251,same_production
174,306,same_production
174,335,same_production
174,381,same_production
174,426,same_production
174,479,same_production
174,535,same_production
174,567,same_production
174,574,same_production
174,590,same_production
174,592,same_production
174,597,same_production
174,599,same_production
174,621,same_production
174,744,same_production
174,754,same_production
174,804,same_production
174,813,same_production
174,829,same_production
174,848,same_production
174,853,same_production
174,857,same_production
174,867,same_production
174,954,same_production
174,955,same_production
174,956,same_production
174,996,same_production
176,214,same_production
176,215,same_production
176,431,same_production
176,663,same_production
177,280,same_production
177,402,same_production
177,588,same_production
177,635,same_production
177,858,same_production
177,861,same_production
177,879,same_production
177,918,same_production
177,929,same_production
177,978,same_production
178,213,same_production
178,261,same_production
178,482,same_production
178,493,same_production
178,494,same_production
178,609,same_production
178,623,same_production
178,630,same_production
178,665,same_production
178,770,same_production
178,830,same_production
178,847,same_production
178,850,same_production
178,872,same_production
178,886,same_production
178,907,same_production
178,909,same_production
178,913,same_production
178,957,same_production
179,105,same_production
179,111,same_production
179,115,same_production
179,134,same_production
179,143,same_production
179,165,same_production
179,183,same_production
179,196,same_production
179,229,same_production
179,232,same_production
179,245,same_production
179,254,same_production
179,275,same_production
179,280,same_production
179,281,same_production
179,290,same_production
179,297,same_production
179,310,same_production
179,329,same_production
179,330,same_production
179,331,same_production
179,388,same_production
179,397,same_production
179,402,same_production
179,404,same_production
179,423,same_production
179,424,same_production
179,441,same_production
179,453,same_production
179,506,same_production
179,508,same_production
179,509,same_production
179,524,same_production
179,525,same_production
179,564,same_production
179,568,same_production
179,573,same_production
179,578,same_production
179,579,same_production
179,580,same_production
179,584,same_production
179,601,same_production
179,606,same_production
179,612,same_production
179,634,same_production
179,664,same_production
179,687,same_production
179,693,same_production
179,712,same_production
179,747,same_production
179,766,same_production
179,814,same_production
179,831,same_production
179,837,same_production
179,838,same_production
179,889,same_production
179,921,same_production
179,924,same_production
179,925,same_production
179,951,same_production
180,105,same_production
180,106,same_production
180,116,same_production
180,162,same_production
180,165,same_production
180,169,same_production
180,196,same_production
180,200,same_production
180,201,same_production
180,249,same_production
180,262,same_production
180,281,same_production
180,290,same_production
